"StateAbbr","PlaceName","Population2010","ACCESS","ARTHRITIS","BINGE","BPHIGH","BPMED","CANCER","CASTHMA","CHD","CHECKUP","CHOLSCREEN","COLON_SCREEN","COPD","COREM","COREW","CSMOKING","DENTAL","DIABETES","DRUGS","HIGHCHOL","KIDNEY","LPA","MAMMOUSE","MHLTH","OBESITY","PAPTEST","PHLTH","SLEEP","STROKE","TEETHLOST","Geolocation"
"CA","Norwalk",105549,26.1,17.6,16.1,25.2,66.6,4.5,7.8,5.3,"Second25th",72.1,54,4.7,22,22.7,14.6,"BelowAvg",11.4,"BelowAvg",37.8,2.6,25.4,76.9,"Third25th",20,80.1,13.8,38,2.5,"Good","(33.90688082280, -118.082915204)"
"CA","Oakland",390724,19.4,20.5,14.4,28.6,70.8,5.2,9.4,5.2,"Second25th",72.2,61.8,5.5,28.5,24.3,15.6,"BelowAvg",11.1,"BelowAvg",35.1,2.6,24.3,75.8,"Third25th",20.9,79.8,13.2,36.3,3.1,"Good","(37.79087803500, -122.214859257)"
"CA","Oceanside",167086,17.7,20.9,18.1,26.6,70.4,6,8.5,5.8,"Second25th",73.8,61.2,5.9,29.3,26.7,15.1,"NearAvg",9.8,"BelowAvg",34.7,2.6,22.6,76,"Second25th",19,80.9,12.3,35.1,2.7,"Good","(33.22474574740, -117.308200285)"
"CA","Ontario",163924,26.6,18,17.2,24.9,64.4,4.1,9.1,4.8,"Lowest25th",66.5,53.8,5.3,25.4,23.7,17,"BelowAvg",10.4,"BelowAvg",34.1,2.4,25.9,75.3,"Top25th",21.5,80.6,14.5,38.1,2.5,"Moderate","(34.03926494640, -117.606427103)"
"CA","Orange",136416,17,17.8,18.8,25.2,68.3,5.4,8.2,4.8,"Second25th",73.9,61.9,5,26.6,29.3,14.3,"AboveAvg",8.4,"BelowAvg",34.2,2.2,21.1,79.9,"Second25th",17,80.9,11.2,31.9,2.3,"Good","(33.80464195670, -117.823185500)"
"CA","Oxnard",197899,29.2,17.2,16.7,27.4,66,4.2,8.8,5.2,"Lowest25th",69.4,54.2,5.2,22.9,22.3,16,"BelowAvg",10.7,"BelowAvg",35.5,2.6,28.1,74,"Third25th",21,79,14.5,32.8,2.5,"Moderate","(34.19592377310, -119.181876570)"
"CA","Palmdale",152750,26.6,18.7,16.3,26.7,65.7,4.5,9.3,5.4,"Second25th",71,53,6,22.1,22.2,18.2,"BelowAvg",11.2,"BelowAvg",37.3,2.5,26,76.3,"Top25th",22.6,79.3,15.6,39.6,2.8,"Moderate","(34.59448998030, -118.105772328)"
"CA","Pasadena",137122,16.3,18.4,16.1,27.6,69.3,5.7,7.8,5.2,"Third25th",74.7,63,4.6,26.4,27.7,12.5,"AboveAvg",9.5,"BelowAvg",38.4,2.4,19.3,79.9,"Lowest25th",19.1,82.7,11.2,35,2.5,"Good","(34.15976348060, -118.138921644)"
"CA","Perris",68386,32.2,17.8,16.5,26.8,59.9,3.6,9.8,4.8,"Lowest25th",66.5,49,5.6,20.4,20.4,19.8,"BelowAvg",10.9,"AboveAvg",33.7,2.5,31.1,74.8,"Top25th",25.8,77.8,16.1,41.5,2.6,"Poor","(33.78973460940, -117.223291831)"
"CA","Pleasanton",70285,7.8,19.3,16.3,24.2,69,6.4,7.5,4.5,"Third25th",79.2,70.1,4.1,35.9,32.6,10.2,"AboveAvg",7.3,"BelowAvg",36.1,2.1,15.5,78.5,"Lowest25th",14.8,85.4,8.7,29.9,2,"Good","(37.66560921710, -121.880775002)"
"CA","Pomona",149058,30.6,17.2,16,25.5,65.2,4.1,8.6,5.2,"Lowest25th",68.2,51.1,5.2,21,21.5,16.8,"BelowAvg",11.5,"BelowAvg",37.2,2.6,27.3,75.9,"Top25th",22.3,77.8,15.4,39.1,2.7,"Good","(34.05850263660, -117.762551658)"
"CA","Rancho Cucamonga",165269,13.4,17.9,18.4,25,66.1,5,8.3,4.3,"Second25th",72.2,63.6,4.5,29.8,29.6,13.6,"AboveAvg",8.2,"BelowAvg",34.1,2.1,18.2,79.4,"Second25th",18.3,84.9,10.5,35.3,2.1,"Good","(34.12458955550, -117.566175870)"
"CA","Redding",89861,13.7,25.9,16.6,29.9,73.6,7.4,9.8,7.2,"Lowest25th",74.1,61.5,7.8,31.6,25.3,17.7,"NearAvg",9.7,"BelowAvg",38.8,2.8,21.4,71.8,"Third25th",21.2,78.6,14,32.9,3.4,"Good","(40.56975912710, -122.365026322)"
"CA","Redlands",68747,13.8,20.7,17.1,27.6,70.2,6.3,8.5,5.4,"Second25th",72.9,64.9,5.3,31.9,30.5,13.4,"AboveAvg",8.8,"BelowAvg",36.6,2.4,18.9,78.4,"Second25th",18.7,83.3,11.3,33.5,2.5,"Good","(34.05113153170, -117.170935294)"
"CA","Redondo Beach",66748,8.6,16.8,18.9,24.7,66.3,5.9,7.3,4.3,"Third25th",78.4,67.9,3.8,29.2,32.2,11,"AboveAvg",6.9,"BelowAvg",37.3,2,13.9,81.6,"Lowest25th",16.5,86.6,8.6,32.6,1.9,"Good","(33.85752801590, -118.376567893)"
"CA","Redwood City",76815,16.5,18.8,17.3,24.9,68.3,5.5,8,4.8,"Second25th",76.2,64.4,4.6,29.8,31.5,12.8,"AboveAvg",8.4,"BelowAvg",34.3,2.3,19.9,77.6,"Second25th",19.3,83.5,10.8,32,2.2,"Good","(37.50091452760, -122.224767617)"
"CA","Rialto",99171,27.7,19.3,16.4,27,66.4,4.2,9.7,5.3,"Lowest25th",66.8,53.1,5.9,23.9,22.1,17.9,"BelowAvg",11.6,"BelowAvg",34.5,2.6,27.3,75.2,"Top25th",23.2,80.4,15.5,39.4,2.9,"Poor","(34.11281580890, -117.388535978)"
"CA","Richmond",103701,22.2,20.9,14.4,31.5,70.3,4.9,9.5,5.5,"Second25th",73,59.4,5.8,24.7,23.5,16.6,"BelowAvg",11.8,"BelowAvg",35.8,2.7,26.9,76.9,"Third25th",25.8,79.5,14.3,40,3.2,"Moderate","(37.94797103650, -122.336803759)"
"CA","Riverside",303871,22.9,19,16.9,27.7,63.3,4.8,9.2,5.1,"Lowest25th",68.4,57.8,5.6,25.1,26.2,17.2,"BelowAvg",9.4,"BelowAvg",35.6,2.4,25.6,76.9,"Third25th",22.9,79.1,13.5,38.1,2.5,"Moderate","(33.93812516850, -117.394845824)"
"CA","Roseville",118788,10.7,21.1,18.4,27.5,70.7,6.7,8.5,5.4,"Second25th",77.7,65.9,5.3,32.3,32.3,13.8,"AboveAvg",7.9,"BelowAvg",36.9,2.3,18.2,78.2,"Lowest25th",18.2,84.1,10.5,31.2,2.4,"Good","(38.76575161820, -121.302847708)"
"CA","Sacramento",466488,18.9,20.2,15.5,30.5,70,5.2,9.4,5.5,"Lowest25th",70.3,59.1,6.1,26.6,25.7,18.2,"BelowAvg",10.5,"BelowAvg",34.7,2.5,23.7,78,"Third25th",21.7,78.6,13.6,34.6,2.9,"Moderate","(38.56663215670, -121.468299801)"
"CA","Salinas",150441,33.4,17.8,17.1,26.2,64.5,4.1,9.1,5.2,"Lowest25th",63.9,50.9,5.6,23.9,22.4,18.4,"BelowAvg",10.9,"AboveAvg",37.5,2.6,29,72.7,"Top25th",22.5,77.5,15.9,35.9,2.6,"Moderate","(36.68891743210, -121.631811961)"
"CA","San Bernardino",209924,30.9,21,15.2,29.2,67.5,4.4,10.4,6.1,"Lowest25th",64.6,49.3,7.3,23.9,21,20.5,"BelowAvg",12.5,"BelowAvg",36.1,2.8,30.3,72.6,"Top25th",24.5,76,17.9,40.1,3.4,"Poor","(34.13923228440, -117.295272732)"
"CA","San Buenaventura (Ventura)",106433,13.9,20.6,17.7,30.5,70.8,6.5,8.5,5.7,"Lowest25th",77,64.7,5.5,28.6,28.4,13.6,"AboveAvg",8.6,"BelowAvg",38,2.5,20,77.2,"Second25th",18.7,83.8,11.5,28.9,2.6,"Good","(34.27436102060, -119.231436551)"
"CA","San Diego",1307402,16.1,17.6,18.4,24.6,67.9,5.1,8,4.6,"Second25th",71.3,62.7,4.6,29.5,27.8,13.5,"AboveAvg",8.7,"BelowAvg",33,2.3,20.4,77.5,"Second25th",18,80.7,10.5,34.7,2.3,"Good","(32.83556394180, -117.119792061)"
"CA","San Francisco",805235,12.7,17.2,17,25.5,68.3,5.1,7.7,4.6,"Lowest25th",74.7,61.3,4.3,27.5,28.1,13,"AboveAvg",8.7,"BelowAvg",34.3,2.2,19.9,76.7,"Lowest25th",15.5,78.7,10,33.7,2.3,"Good","(37.75591366110, -122.440987876)"
"CA","San Jose",945942,16.8,16.8,14.6,25.5,66.7,4.7,7.8,4.4,"Second25th",73.9,60.2,4.2,26.4,29.5,12.6,"AboveAvg",9,"BelowAvg",34.5,2.2,21.4,76.1,"Lowest25th",16.4,79.1,10.6,35.1,2.1,"Good","(37.30039631760, -121.847228423)"
"CA","San Leandro",84950,16.2,21.2,13.6,27,71.5,5.8,8.2,5.6,"Second25th",75.5,61.8,5.3,30.5,26.2,13.7,"NearAvg",10.6,"BelowAvg",36.6,2.6,24,75.2,"Second25th",16.7,79,12.1,34.9,2.8,"Good","(37.70742992620, -122.159061655)"
"CA","San Marcos",83781,18.3,19.1,18.3,24.6,67.9,5.4,8.5,5.2,"Second25th",72.2,61.1,5.5,28.7,26.1,15,"NearAvg",9,"BelowAvg",33.3,2.4,22.2,75.9,"Third25th",18.6,81,11.9,35.1,2.5,"Good","(33.13496598600, -117.174363098)"
"CA","San Mateo",97207,12.8,19.6,16.2,26,71.1,6.2,7.6,5,"Second25th",78.3,66.1,4.4,30.2,32.2,11.2,"AboveAvg",8.4,"BelowAvg",35,2.4,18.8,78.1,"Lowest25th",17.4,83.1,9.8,31.3,2.3,"Good","(37.55182268930, -122.312390346)"
"CA","San Ramon",72148,7,16,16.2,24.7,65.8,5.2,7,3.5,"Second25th",78.7,69.8,3.2,31.8,33.5,9.3,"AboveAvg",6.4,"BelowAvg",34.3,1.8,14.8,80.9,"Lowest25th",16.9,85.4,7.5,33.2,1.6,"Good","(37.76237054620, -121.938150371)"
"CA","Santa Ana",324528,34.6,16.3,17.2,24,64.1,3.6,8.9,4.8,"Lowest25th",67.6,48.7,5.1,20.4,22.3,18,"BelowAvg",11,"AboveAvg",33,2.5,31,75.9,"Top25th",20,75.1,15.6,36.3,2.4,"Moderate","(33.73669484190, -117.881890237)"
"CA","Santa Barbara",88410,16.6,20,17.3,27.5,69.9,6.3,8.5,5.5,"Lowest25th",72.6,64.2,5.1,30.2,30.2,13.3,"AboveAvg",8.5,"BelowAvg",35.2,2.4,19,78.3,"Second25th",19.3,82.7,11.3,30.8,2.5,"Good","(34.42857338740, -119.720187334)"
"CA","Santa Clara",116468,11.6,15,15.3,23.4,65.1,4.7,7.3,3.8,"Second25th",73,63.7,3.5,28.5,31.2,10.6,"AboveAvg",7.1,"BelowAvg",32.5,1.9,17.3,77.5,"Lowest25th",15.1,81.1,8.4,33.4,1.8,"Good","(37.36461975040, -121.967932117)"
"CA","Santa Clarita",176320,14.2,18.2,18.4,24.8,66.6,5.7,7.9,4.9,"Second25th",76.2,63.4,4.8,27.2,29.4,13.8,"AboveAvg",8.3,"BelowAvg",37.7,2.2,18,79.6,"Second25th",18,84.1,11,34.8,2.2,"Good","(34.41190391850, -118.503504698)"
"CA","Santa Maria",99553,34,19.5,15.8,26.4,66.5,4.7,9.6,6,"Lowest25th",66.2,51.8,6.4,24.5,23.7,18.6,"BelowAvg",11,"BelowAvg",34.2,2.7,29.2,72.8,"Top25th",22,76.2,16.4,35.9,2.9,"Poor","(34.93337357570, -120.443326954)"
"CA","Santa Monica",89736,9.3,18.4,17.8,26.8,69.1,6.6,7.5,4.9,"Third25th",77.4,67.8,4.2,29.5,30.6,10.8,"AboveAvg",7.4,"BelowAvg",38.3,2.2,14.5,80.9,"Lowest25th",17.8,85.9,9.2,31.7,2.2,"Good","(34.02318916120, -118.481563937)"
"CA","Santa Rosa",167815,16.3,21.4,16.4,27.5,70,6.6,8.8,5.9,"Lowest25th",74.6,63.3,5.9,30.1,29.9,14.9,"AboveAvg",8.9,"BelowAvg",35.4,2.4,20.3,78.2,"Second25th",18.2,82.3,12.2,30.7,2.7,"Good","(38.44644231020, -122.706005935)"
"CA","Simi Valley",124237,11.7,18.9,18.4,28.3,69,5.9,8.3,4.9,"Lowest25th",77.6,65.8,5,28.1,29.4,13.4,"AboveAvg",7.9,"BelowAvg",36.6,2.3,18.8,78,"Second25th",17,84.2,10.4,29.2,2.2,"Good","(34.26624628570, -118.748980462)"
"CA","South Gate",94396,38,17.1,16.1,24.1,63.3,3.6,8.7,5.4,"Lowest25th",68.1,46.6,5.1,19.1,18.3,17.3,"BelowAvg",12.8,"BelowAvg",37.1,2.8,30.4,74.4,"Top25th",23.6,78.6,17.3,39.3,2.6,"Moderate","(33.94473226640, -118.192550525)"
"CA","Stockton",291707,24.9,21,14.1,32.5,70.5,4.9,9.4,6,"Lowest25th",68.7,55.1,6.5,24.9,22.8,18.2,"BelowAvg",11.6,"BelowAvg",39.2,2.6,30.5,74.2,"Top25th",22.7,75.2,15.3,37.9,3.2,"Poor","(37.97663226790, -121.311121669)"
"CA","Sunnyvale",140081,11,15.5,14.4,24.4,66.4,5,6.9,3.9,"Second25th",75.4,65.3,3.4,29.6,33,9.7,"AboveAvg",7.3,"BelowAvg",33.6,2,16.8,78.2,"Lowest25th",14.5,81.6,8.1,32.9,1.8,"Good","(37.38344165660, -122.025624324)"
"CA","Temecula",100097,12.5,18.7,18.7,26.5,63,5.4,8.4,4.4,"Second25th",75.3,63.8,4.8,28.3,31.3,14.9,"AboveAvg",7.6,"AboveAvg",35,2.1,19.5,79.6,"Second25th",19.3,83.7,10.5,36.1,2.1,"Good","(33.50299808840, -117.122390280)"
"CA","Thousand Oaks",126683,9.8,20.6,17.1,31,72.1,7.1,8,5.5,"Second25th",79.8,68.7,5,30,30.9,11.4,"AboveAvg",8,"BelowAvg",38.8,2.4,17.4,78.8,"Lowest25th",16.9,85,9.9,27.2,2.4,"Good","(34.19177456550, -118.874888411)"
"CA","Torrance",145438,10.8,18.7,14.6,27.7,70.7,6.3,6.9,5.1,"Third25th",78.7,64.3,4.2,27.5,30.5,10.8,"AboveAvg",9,"BelowAvg",40.2,2.3,18.1,80.4,"Lowest25th",14.5,81.6,9.7,34.6,2.3,"Good","(33.83459854640, -118.341641983)"
"CA","Tracy",82922,16.9,18.2,17.4,27.8,66.5,4.7,8.6,4.5,"Lowest25th",73,60.6,5,27.1,26.5,16,"NearAvg",8.7,"BelowAvg",36.1,2.2,23.7,77.2,"Second25th",20.2,82.4,11.7,35.9,2.3,"Good","(37.72432773750, -121.444621463)"
"CA","Turlock",68549,19.4,21.3,17.5,27.8,69.8,5.9,9.1,6,"Second25th",69.9,60.8,6.4,27.4,27.9,17,"NearAvg",9.5,"AboveAvg",36.2,2.5,23.9,76.8,"Third25th",22.5,79.5,13.6,34.2,2.9,"Good","(37.50521582710, -120.858762412)"
"CA","Tustin",75540,18.3,16.3,17.5,24.2,66.3,4.7,8,4.2,"Lowest25th",73.2,60.6,4.4,26,29.3,14,"AboveAvg",8.2,"BelowAvg",33.2,2.1,21.9,79.9,"Second25th",16.3,79.6,11,33.1,2.1,"Good","(33.73085203260, -117.810730968)"
"CA","Union City",69516,14.8,17.5,12.8,24.3,69.4,4.6,7.2,4.3,"Second25th",73.4,61.9,4,29.1,27,12,"AboveAvg",9.7,"BelowAvg",35.7,2.2,22.9,76,"Lowest25th",13.6,77.2,10.2,35.2,2.2,"Good","(37.60283908120, -122.018966106)"
"CA","Upland",73732,16.2,20.8,16.5,28.1,69.6,6,8.6,5.4,"Second25th",72.4,63,5.5,30.7,29.1,14.3,"NearAvg",9.5,"BelowAvg",36.8,2.4,20.8,77.9,"Second25th",19.4,82.5,12.2,35.1,2.6,"Good","(34.11784457010, -117.660290062)"
"CA","Vacaville",92428,13.5,20.9,19.2,28,69.5,5.8,8.7,5.4,"Second25th",75.3,64,5.4,28.1,30.2,16,"AboveAvg",8.9,"AboveAvg",35.6,2.4,19.7,76,"Second25th",20.4,82.2,11.5,33.8,2.5,"Good","(38.35972350630, -121.969030460)"
"CA","Vallejo",115942,16.7,22.4,14.2,32.3,73.1,5.5,9,5.8,"Second25th",73.9,59.3,6,24.7,26,15.8,"NearAvg",11.7,"BelowAvg",38,2.6,24.8,75.2,"Second25th",21,76,13.3,36.8,3.2,"Good","(38.11353292470, -122.235518478)"
"CA","Victorville",115903,24.8,20.6,16.3,28.5,67.1,4.7,10,5.7,"Lowest25th",67.2,53.4,6.8,25.3,22.8,19.8,"BelowAvg",11.3,"AboveAvg",35.2,2.6,26.8,74,"Top25th",23.1,79,15.8,39.7,3.1,"Poor","(34.52776911030, -117.353855136)"
"CA","Visalia",124442,20.7,20.5,16.8,28.2,69,5.6,9.1,5.8,"Second25th",68,57.1,6.2,27.1,26.1,15.9,"NearAvg",9.9,"BelowAvg",37,2.5,24.9,74.5,"Third25th",23,81,13.9,32.9,2.8,"Good","(36.32706231570, -119.325273214)"
"CA","Vista",93834,22.9,19.2,18.7,24.5,67,5.1,8.8,5.4,"Lowest25th",70.2,57.3,5.9,27.8,24.6,17,"BelowAvg",9.6,"AboveAvg",33.1,2.5,24.7,74.6,"Third25th",20.1,79.6,13.3,36.4,2.6,"Moderate","(33.18954819780, -117.238607217)"
"CA","West Covina",106098,19.6,17.7,14.8,26.3,68.9,5,7.2,5.1,"Third25th",74.5,58.4,4.3,23.7,25.8,12.3,"AboveAvg",10.8,"BelowAvg",38.9,2.4,22.8,78.8,"Lowest25th",17.3,79.9,11.8,36.9,2.4,"Good","(34.05544151740, -117.911282060)"
"CA","Westminster",89701,20.2,20,13,29.4,72.8,5.2,7.9,5.7,"Second25th",74.4,54.1,5.8,22.3,26,15.5,"BelowAvg",11.7,"BelowAvg",38.1,2.5,29.1,76.7,"Second25th",13.9,69.1,13.4,35.8,2.9,"Good","(33.75215237690, -117.993760054)"
"CA","Whittier",85331,21.1,18.4,17.2,25.4,67.5,5.5,7.6,5.5,"Second25th",74.6,60,4.6,25.8,26,12.9,"AboveAvg",10.2,"BelowAvg",38.3,2.5,21.4,78.8,"Second25th",20,84,12.5,35.1,2.4,"Good","(33.96782555960, -118.018796341)"
"CO","Arvada",106433,11.9,24.2,19,26.4,72.4,6.6,8.5,5.1,"Lowest25th",78.9,64.7,5,41.1,35.8,16.3,"AboveAvg",6.6,"AboveAvg",35,2.4,14.9,70,"Lowest25th",15.9,83.7,9.6,26.4,2.5,"Good","(39.83082632930, -105.146327974)"
"CO","Aurora",325078,20.2,21.6,17.3,26.5,68.1,5.1,9.1,4.5,"Lowest25th",71.9,59.3,5.1,37.5,31.2,19,"NearAvg",7.9,"AboveAvg",33.4,2.3,19.5,68.8,"Second25th",20.2,79.7,11.3,33.7,2.6,"Moderate","(39.70915947810, -104.726526621)"
"CO","Boulder",97385,12.7,15.7,20.3,17.9,64.8,4.5,9,3.2,"Lowest25th",65.3,64.5,3.5,38.6,36.4,12.7,"AboveAvg",4.1,"AboveAvg",28.4,1.6,10.8,72.9,"Lowest25th",14.3,81.4,7.6,25.2,1.6,"Good","(40.02755104940, -105.251517760)"
"CO","Centennial",100377,8.3,22.5,18.3,26.3,70.8,6.6,7.8,4.3,"Lowest25th",80,68.2,4,43.6,38,12.6,"AboveAvg",6.2,"BelowAvg",35.5,2.1,12.6,73.1,"Lowest25th",16.3,85.3,8.1,27.9,2.1,"Good","(39.59287207300, -104.867986891)"
"CO","Colorado Springs",416427,14.8,23.1,15.5,27.1,71.3,5.8,8.5,4.7,"Second25th",73,64.7,4.9,37.7,33.4,17.5,"AboveAvg",7,"BelowAvg",36.4,2.3,16.9,69.3,"Lowest25th",18.7,80.3,10.1,30.1,2.4,"Good","(38.86727480770, -104.760664479)"
"CO","Denver",600158,19.4,18.9,21.3,25,66.9,5.1,8.8,4.3,"Lowest25th",71.3,61.3,4.5,36.2,30.2,17.7,"NearAvg",6.9,"AboveAvg",33.4,2.2,16.1,71.5,"Lowest25th",15.9,80.5,10.6,28.4,2.4,"Good","(39.76202837430, -104.876365322)"
"CO","Fort Collins",143986,13.3,17.5,20.2,19.6,65.4,4.7,9.1,3.6,"Lowest25th",66.1,63.8,4,36.7,30.7,15.4,"AboveAvg",4.8,"AboveAvg",30.8,1.8,13.6,71.8,"Lowest25th",16.5,81.1,8.5,24.4,1.8,"Good","(40.54877589240, -105.065904872)"
"CO","Greeley",92889,22.2,21.5,17.1,25.8,68.8,5,9.2,4.8,"Lowest25th",65.7,57.7,5.3,35.4,27.8,18.6,"BelowAvg",7.2,"AboveAvg",31.9,2.4,21.3,64.2,"Second25th",21,77.4,11.4,31.2,2.5,"Moderate","(40.41413695210, -104.771170982)"
"CO","Lakewood",142980,14.9,23.6,18.7,26.3,72.2,6.3,8.6,5.1,"Lowest25th",76.3,62.7,5.1,40.6,34.4,16.5,"AboveAvg",6.9,"AboveAvg",34.7,2.4,16,69.1,"Lowest25th",16.6,82.3,10.1,26.8,2.5,"Good","(39.69767344620, -105.116965444)"
"CO","Longmont",86270,15.8,22.6,17.3,23,70.6,5.9,8.9,4.9,"Lowest25th",77,60.3,5.1,35.9,34.4,14.8,"AboveAvg",6.6,"BelowAvg",33,2.3,14.9,70.7,"Lowest25th",14.3,82.7,10.8,27.5,2.5,"Good","(40.16951647080, -105.101951060)"
"CO","Loveland",66859,12.1,24.4,17.7,25.3,72.7,6.8,8.8,5.3,"Second25th",76.9,65.1,5.2,36.5,31.4,15.4,"AboveAvg",6.7,"BelowAvg",35.8,2.4,15.6,71.4,"Lowest25th",15.8,83,10.1,24.6,2.6,"Good","(40.41656937580, -105.061758435)"
"CO","Pueblo",106595,25.2,27.4,13.7,32.3,74,6.2,9,6.7,"Second25th",68.8,53,6.3,32.2,30.3,19.6,"BelowAvg",10.6,"BelowAvg",41.4,2.9,24.4,69.1,"Second25th",23.9,76.9,14,34.2,3.4,"Poor","(38.27339572510, -104.612001218)"
"CO","Thornton",118772,18,18.9,19.1,22.7,62.1,4.7,8.7,3.8,"Lowest25th",70.2,60.9,4.3,34.8,32.4,19.7,"AboveAvg",6.4,"AboveAvg",32.2,2,17.4,71,"Lowest25th",19.6,81.9,9.7,32,1.9,"Moderate","(39.91939941880, -104.944956758)"
"CO","Westminster",106114,14.5,20.4,19.4,23.9,66.4,5.4,8.5,4.1,"Lowest25th",73.3,62.8,4.4,37.5,34,17.7,"AboveAvg",6.3,"AboveAvg",33.2,2.1,15.7,71.1,"Lowest25th",17.7,82.6,9.3,29.4,2.1,"Good","(39.88385114750, -105.062645316)"
"CT","Bridgeport",144229,24.6,21.8,15.3,32,72.9,5,10.6,5.8,"Second25th",73.9,57.5,6.6,26.8,29.6,23.1,"BelowAvg",11.5,"AboveAvg",33.2,2.9,28.9,76.1,"Top25th",25.2,78.6,13.4,40.8,3.3,"Poor","(41.19280542330, -73.1960546940)"
"CT","Danbury",80893,16.5,20.4,17.7,27.4,71.7,6,9.1,5.1,"Second25th",77.2,64.6,5.7,32.1,35.9,19.6,"AboveAvg",8.1,"AboveAvg",33.1,2.3,22.4,77.6,"Second25th",19.7,81.8,10.3,35.7,2.4,"Good","(41.40158986060, -73.4709386820)"
"CT","Hartford",124775,26,23.3,13.5,35.4,75.1,4.4,12.2,6.1,"Third25th",70.2,54.8,7.2,23.6,24.7,22,"BelowAvg",13.6,"BelowAvg",37.9,3.1,32.3,76.3,"Top25th",30.4,78.6,15.7,41.9,3.8,"ExtremelyPoor","(41.76607064190, -72.6834012389)"
"CT","New Britain",73206,19.7,23.6,15.4,31.9,75.1,5.9,10.8,6.2,"Third25th",73.1,60.4,6.9,29.2,30.2,19.6,"AboveAvg",10.4,"BelowAvg",38.6,2.7,27.2,76.6,"Top25th",25.3,81.3,13.3,36.9,3.1,"Poor","(41.67592265400, -72.7861630705)"
"CT","New Haven",129779,19,20.8,14.7,30.5,71.6,4.6,11.1,4.9,"Third25th",70.2,62.9,5.9,30.7,31.4,19.9,"AboveAvg",10,"BelowAvg",32.7,2.5,26.2,79.8,"Third25th",28.8,80.5,11.6,42.3,3,"Poor","(41.31138693920, -72.9247595793)"
"CT","Norwalk",85603,13.5,21,17.3,29.8,73.8,6.5,8.7,5.2,"Second25th",79.7,67.8,5.1,33.2,38.1,16.6,"AboveAvg",8.4,"BelowAvg",34.2,2.4,20.1,79.5,"Lowest25th",20.1,84.4,9.3,34.6,2.5,"Good","(41.11756316820, -73.4224513123)"
"CT","Stamford",122643,14.2,20.5,17,29.7,73.6,6.4,8.6,5.1,"Second25th",78.6,67.7,5,33.4,37.3,16.2,"AboveAvg",8.3,"BelowAvg",34,2.4,20.2,79.5,"Lowest25th",20,83.9,9.3,34.5,2.5,"Good","(41.10491450130, -73.5589363142)"
"CT","Waterbury",110366,20,26.1,13.7,33.1,75.1,6.3,11.2,6.7,"Third25th",76.1,61.6,7.7,31.8,32.4,21.8,"NearAvg",11.4,"BelowAvg",36.8,2.8,29.1,77.8,"Top25th",27,79.6,13.9,41.7,3.5,"Poor","(41.55824432660, -73.0361298320)"
"DE","Wilmington",70851,19.6,25.7,15.1,38.7,79.9,5.5,11.1,6.4,"Top25th",74.6,60.4,7.1,28.3,29.9,24.9,"BelowAvg",13.5,"AboveAvg",37.5,3.5,31.2,80.1,"Top25th",32,83.1,14.7,44.2,4.1,"ExtremelyPoor","(39.74127482270, -75.5418960925)"
"DC","Washington",601723,10.9,19.2,21.9,28.3,73.6,5.1,10.3,4.2,"Third25th",76.9,65.9,4.7,31,28.1,18.3,"AboveAvg",8.9,"AboveAvg",33.1,2.4,19.6,78,"Second25th",21.2,84.3,9.2,34.9,3.1,"Good","(38.90992414260, -77.0147205666)"
"FL","Boca Raton",84392,15.1,25.5,16.5,34.5,80.2,8.6,7.6,7.1,"Top25th",80.3,71.5,6.1,37.7,33.4,13.7,"AboveAvg",8.9,"BelowAvg",43.4,3.1,18.5,77.7,"Lowest25th",17.4,83.8,10.5,33.2,2.8,"Good","(26.37490127150, -80.1078208861)"
"FL","Boynton Beach",68217,23.2,28.5,14.6,38.3,80.9,8.3,8.9,8.4,"Top25th",80,64.9,8.3,34.1,29.1,19,"NearAvg",11.9,"BelowAvg",42.5,3.7,25.7,74.5,"Third25th",20.9,80.3,14.1,39,4,"Moderate","(26.52798180520, -80.0814660417)"
"FL","Cape Coral",154305,19.9,28.5,17.4,32.8,78.9,8,8.4,7.6,"Top25th",78.8,64.7,7.9,33.7,32.5,19.9,"NearAvg",10.3,"AboveAvg",41.8,3.2,21.8,78.5,"Third25th",19.8,79.5,13,33.3,3.2,"Good","(26.64485449930, -81.9931108298)"
"FL","Clearwater",107685,21.3,29.3,17.7,36,79.9,8.4,8.7,8.3,"Top25th",78.5,64.6,8.5,34.9,33.1,21.1,"BelowAvg",11,"AboveAvg",42.7,3.3,22.9,75.8,"Third25th",22.6,77.9,13.7,36,3.7,"Moderate","(27.98059979190, -82.7544099135)"
"FL","Coral Springs",121096,18.5,21.3,18.4,26.9,74.4,5.6,8.2,5.1,"Top25th",77.4,64.3,5.6,30.5,28.3,16.1,"AboveAvg",8.7,"AboveAvg",35.6,2.8,20.1,78.2,"Second25th",19.3,82.5,10.7,36.8,2.4,"Good","(26.27017001580, -80.2592221493)"
"FL","Davie",91992,19.9,21.7,18.5,26.6,74.9,6,8,5.4,"Top25th",76.5,64.3,5.7,31.2,29,15.8,"AboveAvg",8.7,"AboveAvg",36.4,2.9,20.4,77.5,"Second25th",18.9,81.7,10.8,35.5,2.4,"Good","(26.07893407780, -80.2869750311)"
